,consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,click_action.rt,click_action_2.keys,click_action_2.corr,click_action_2.rt,resp4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,action2,resp4.rt,resp4_3.keys,resp4_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,image1,image2,key_resp_3.keys,key_resp_3.rt,key_resp_12.keys,key_resp_12.rt,key_resp_15.keys,key_resp_15.rt,key_resp_24.keys,key_resp_24.rt,key_resp_25.keys,key_resp_25.rt,key_resp_36.keys,key_resp_36.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,r4_num,r5,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_8.keys,key_resp_8.rt,key_resp_29.keys,key_resp_29.rt,transition_reval_choice.keys,transition_reval_choice.rt,transition_reval_choice_2.keys,transition_reval_choice_2.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
167,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.5881,,0.0,70.0,70.0,70.0,1.0,trident.png,bell.png,train.png,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,1.3464,,0.0,71.0,71.0,71.0,1.0,trident.png,bell.png,tophat.png,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0062,,0.0,72.0,72.0,72.0,1.0,trident.png,tree.png,north.png,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,0.3064,,0.0,73.0,73.0,73.0,1.0,planet.png,tree.png,snorkel.png,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.3614,,0.0,74.0,74.0,74.0,1.0,trident.png,tree.png,north.png,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.47,,0.0,75.0,75.0,75.0,1.0,planet.png,tree.png,north.png,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.3037,,0.0,76.0,76.0,76.0,1.0,trident.png,tree.png,north.png,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,0.5426,,0.0,77.0,77.0,77.0,1.0,trident.png,fox.png,apple.png,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,0.4417,,0.0,78.0,78.0,78.0,1.0,trident.png,bell.png,tophat.png,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,0.6009,,0.0,79.0,79.0,79.0,1.0,trident.png,fox.png,apple.png,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.976,,0.0,80.0,80.0,80.0,1.0,planet.png,watch.png,houses.png,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,0.3762,,0.0,81.0,81.0,81.0,1.0,trident.png,fox.png,apple.png,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,0.3544,,0.0,82.0,82.0,82.0,1.0,trident.png,fox.png,apple.png,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,0.2056,9.0,0.0,83.0,83.0,83.0,1.0,trident.png,bell.png,tophat.png,1.0,8.0,1.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,0.475,,0.0,84.0,84.0,84.0,1.0,trident.png,fox.png,apple.png,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,0.4569,,0.0,85.0,85.0,85.0,1.0,trident.png,fox.png,apple.png,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,0.5195,,0.0,86.0,86.0,86.0,1.0,trident.png,fox.png,apple.png,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.4666,,0.0,87.0,87.0,87.0,1.0,trident.png,fox.png,hammer.png,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,0.3264,,0.0,88.0,88.0,88.0,1.0,trident.png,fox.png,apple.png,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.5706,,0.0,89.0,89.0,89.0,1.0,trident.png,bell.png,train.png,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,0.3652,,0.0,90.0,90.0,90.0,1.0,planet.png,tree.png,snorkel.png,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,0.3373,,0.0,91.0,91.0,91.0,1.0,trident.png,tree.png,snorkel.png,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,0.6116,,0.0,92.0,92.0,92.0,1.0,planet.png,tree.png,snorkel.png,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,63d79fcd741f9cfb2f87152f,1,2023-06-22_21h20.58.269,study5_pr_2,2022.2.5,MacIntel,59.99160118,63d79fcd741f9cfb2f87152f,64944c9a5850536c27178b39,6494aceedd3c2f32ac56b89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.2334,,0.0,93.0,93.0,93.0,1.0,trident.png,tree.png,north.png,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
