consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,click_action.keys,click_action.corr,click_action.rt,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,resp4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,resp4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_12.keys,key_resp_12.rt,key_resp_15.keys,key_resp_15.rt,key_resp_24.keys,key_resp_24.rt,key_resp_25.keys,key_resp_25.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,r4_num,r5,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_8.keys,key_resp_8.rt,key_resp_29.keys,key_resp_29.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,a,1,1.2828,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,space,1.635,space,0.5355,c,12.3148,c,17.823,d,10.6943,c,2.2683,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,2.3678,y,1.7706,1,0.9011,0,0,0,0,1,planet.png,planet.png,basket.png,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.3504,0,1,1,1,1,planet.png,planet.png,basket.png,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,a,1,0.958,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,space,6.5559,space,43.6971,c,39.827,c,112.172,d,11.3691,c,88.2308,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,27.4063,y,6.3042,1,1.0352,0,0,0,0,1,planet.png,planet.png,basket.png,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.5346,0,1,1,1,1,planet.png,planet.png,basket.png,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,a,1,6.2896,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,space,2.9359,space,1.9175,b,1.974,a,27.4631,d,4.9709,b,2.4861,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,0.3961,y,2.3363,1,2.3033,0,0,0,1,1,planet.png,planet.png,basket.png,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.2351,0,1,1,0,1,planet.png,planet.png,basket.png,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,a,1,0.641,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,space,3.6868,space,7.5087,c,99.0812,a,20.8057,d,14.916,b,2.72,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,4.8172,y,1.8823,1,1.3023,0,0,0,0,1,planet.png,planet.png,basket.png,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.5179,0,1,1,1,1,planet.png,planet.png,basket.png,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,a,1,1.7918,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,space,39.9131,space,37.9932,d,24.9775,d,43.1492,d,33.902,b,2.0571,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,4.1486,y,1.753,1,1.335,0,0,0,1,1,planet.png,planet.png,basket.png,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.9337,0,1,1,0,1,planet.png,planet.png,basket.png,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,a,1,0.2782,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,space,2.2694,space,15.5005,c,9.8438,d,103.0659,d,7.4746,a,37.2761,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,1.1462,y,1.6988,1,1.2516,0,0,0,1,1,planet.png,planet.png,basket.png,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,6.1252,0,1,1,0,1,planet.png,planet.png,basket.png,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,a,1,1.1447,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,space,14.215,space,7.2413,d,85.8612,c,32.641,b,56.1273,b,4.3576,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,0.6144,y,1.3657,1,0.8676,0,0,0,1,1,planet.png,planet.png,basket.png,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.9193,0,1,1,0,1,planet.png,planet.png,basket.png,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,a,1,0.2579,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,space,6.976,space,3.2535,c,3.1038,c,45.8173,b,13.1813,b,9.5926,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3.9886,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,trident.png,bell.png,tophat.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,2.5707,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,planet.png,bell.png,train.png,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.3357,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,trident.png,tree.png,snorkel.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.5006,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,trident.png,fox.png,hammer.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0.6351,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,planet.png,tree.png,snorkel.png,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0.2015,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,planet.png,bell.png,train.png,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.6018,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,trident.png,fox.png,hammer.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,614d061aa0abbd89a703844f,001,2022-11-22_02h01.28.559,study2,2021.1.3,MacIntel,59.93407252,614d061aa0abbd89a703844f,637c80c3727cc9d8014ec7f0,637c81b0547fbcaf9d821759,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0.2835,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
