consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,click_action.rt,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,resp4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,resp4.rt,key_resp_3.keys,key_resp_24.keys,key_resp_25.keys,key_resp_25.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,a1,a2,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_8.keys,key_resp_29.keys,transition_reval_choice.keys,transition_reval_choice.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran,key_resp_29.rt
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,86,86,86,1,train.png,tree.png,planet.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.7856,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,87,87,87,1,houses.png,watch.png,trident.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.6068,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,88,88,88,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,2.1025,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,89,89,89,1,hammer.png,fox.png,trident.png,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2.6216,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,1,houses.png,watch.png,planet.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,2.2852,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,91,91,91,1,window.png,unicorn.png,planet.png,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.4688,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,92,92,92,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1.8676,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,93,93,93,1,north.png,bell.png,trident.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.6241,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,94,94,94,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.3891,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,95,95,95,1,train.png,tree.png,trident.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.9686,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,96,96,96,1,apple.png,fox.png,trident.png,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1.6856,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,97,97,97,1,snorkel.png,bell.png,planet.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1.9431,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,98,98,98,1,hammer.png,fox.png,trident.png,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.6197,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,99,99,99,1,compass.png,watch.png,planet.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.5071,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,100,100,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2.5248,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,101,101,101,1,north.png,bell.png,planet.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.2688,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,102,102,102,1,tophat.png,tree.png,planet.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.8592,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,103,103,103,1,houses.png,watch.png,planet.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.511,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,104,104,104,1,houses.png,watch.png,trident.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1.521,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,105,105,105,1,north.png,bell.png,trident.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.335,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,106,106,106,1,tophat.png,tree.png,planet.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1.204,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,107,107,107,1,window.png,unicorn.png,planet.png,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1.0589,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,108,108,108,1,snorkel.png,bell.png,trident.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.4395,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,109,109,109,1,apple.png,fox.png,trident.png,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.3354,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,110,110,110,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.9852,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,111,111,111,1,train.png,tree.png,planet.png,1,5.2333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1.0741,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,112,112,1,snorkel.png,bell.png,trident.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.3194,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,113,113,113,1,houses.png,watch.png,trident.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.2084,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,114,114,114,1,houses.png,watch.png,trident.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.0084,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,115,115,1,houses.png,watch.png,planet.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.0699,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,116,116,116,1,houses.png,watch.png,trident.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6278d1758a5f6d5af02d863c,001,2022-12-08_18h01.19.381,study3,2021.1.3,Win32,60.88650755,6278d1758a5f6d5af02d863c,639196b66de4c8b2f2d051a0,63922601a5d6153ea9465124,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1.3551,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
