consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,click_action.rt,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,click_action_2.keys,click_action_2.corr,click_action_2.rt,action_selection_two.thisRepN,action_selection_two.thisTrialN,action_selection_two.thisN,action_selection_two.thisIndex,action_selection_two.ran,resp4.keys,resp4_4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,action2,resp4.rt,resp4_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_24.keys,key_resp_24.rt,key_resp_25.keys,key_resp_25.rt,key_resp_34.keys,key_resp_34.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,a1,a2,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_8.keys,key_resp_29.keys,transition_reval_choice.keys,transition_reval_choice.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran,key_resp_29.rt
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.8004,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6313,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,228,228,228,1,north.png,tree.png,bell.png,3,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.6502,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6188,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,229,229,229,1,compass.png,tree.png,bell.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.667,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.5589,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,230,230,230,1,train.png,watch.png,trident.png,2,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.8002,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6045,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,k,0,231,231,231,1,compass.png,watch.png,trident.png,5,k,22.8701,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.6144,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.5924,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,232,232,232,1,north.png,watch.png,trident.png,3,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.6488,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6439,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,233,233,233,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.6428,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6521,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,234,234,234,1,north.png,tree.png,planet.png,3,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.7723,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.5764,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,235,235,235,1,compass.png,tree.png,bell.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.6382,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.638,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,236,236,236,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.7053,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.5757,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,237,237,237,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.5796,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.5755,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,238,238,238,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.609,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.5506,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,239,239,239,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.0879,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.5513,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,240,240,240,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.6859,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.5818,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,241,241,241,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0.7014,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6684,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,242,242,242,1,tophat.png,tree.png,planet.png,4,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.6476,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6375,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,243,243,243,1,snorkel.png,watch.png,trident.png,1,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0.7661,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.5864,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,244,244,244,1,tophat.png,watch.png,trident.png,4,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.6209,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6013,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,245,245,245,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.652,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6766,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,246,246,246,1,compass.png,tree.png,bell.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
