consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,click_action.rt,click_action_2.keys,click_action_2.corr,click_action_2.rt,action_selection_two.thisRepN,action_selection_two.thisTrialN,action_selection_two.thisN,action_selection_two.thisIndex,action_selection_two.ran,resp4.keys,resp4_4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,action2,resp4.rt,resp4_4.rt,key_resp_3.keys,key_resp_24.keys,key_resp_24.rt,key_resp_25.keys,key_resp_25.rt,key_resp_34.keys,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,a1,a2,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_34.rt,key_resp_8.keys,key_resp_29.keys,key_resp_29.rt,transition_reval_choice.keys,transition_reval_choice.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,0,0,0,1,1.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.142,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,a,0,260,260,260,1,tophat.png,watch.png,trident.png,4,k,7.136,1.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,1,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.418,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,261,261,261,1,north.png,watch.png,trident.png,3,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,1.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.5,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,262,262,262,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,1,1.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.849,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,263,263,263,1,apple.png,fox.png,trident.png,6,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0,0,0,0,1,1.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.869,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,264,264,264,1,hammer.png,fox.png,trident.png,7,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,1.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.142,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,265,265,265,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.91,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,266,266,266,1,snorkel.png,tree.png,planet.png,1,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,0.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.194,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,267,267,267,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.989,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,268,268,268,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,1.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.553,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,269,269,269,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0,0,0,0,1,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.086,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,270,270,270,1,hammer.png,fox.png,trident.png,7,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,1.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.621,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,271,271,271,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0,0,0,0,1,1.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.968,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,272,272,272,1,hammer.png,fox.png,trident.png,7,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,1,1.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.041,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,273,273,273,1,north.png,watch.png,trident.png,3,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,1,1.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.042,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,274,274,274,1,north.png,tree.png,planet.png,3,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0,0,0,0,1,1.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.929,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,275,275,275,1,hammer.png,fox.png,trident.png,7,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,1.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.947,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,276,276,276,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0,0,0,0,1,1.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.968,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,277,277,277,1,hammer.png,fox.png,trident.png,7,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.335,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,278,278,278,1,snorkel.png,watch.png,trident.png,1,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
